pose_id,x,y,z,binding_energy,probe_type,vdw_energy,electrostatic_energy,site_type
pfpkii_pose_0101,18.873902581039246,-7.402143069532677,17.25387461099741,-8.387610414251151,cyclohexane,-6.279469173475783,-2.673433501374934,allosteric
pfpkii_pose_0102,9.381485577018406,12.982246892252677,23.055908499327504,-8.140364935126359,acetone,-6.338140109610094,-2.594039879886327,kinase
pfpkii_pose_0103,23.977854066119846,-14.21008283874514,14.672749378317528,-4.689125584079605,dimethylether,-3.807120388805223,-1.2464277328009128,allosteric
pfpkii_pose_0104,19.96503035981006,-13.403881936042984,15.841991104936799,-7.179652894613295,ethanol,-6.336648619743531,-1.6543685028894495,allosteric
pfpkii_pose_0105,8.89553285683853,14.879702321155435,21.81186154751574,-7.773703476731702,phenol,-5.667913017447623,-2.1227391149106456,kinase
pfpkii_pose_0106,10.140012497479187,10.275637218219163,15.487343159197199,-6.812076727615014,isopropanol,-4.4182478392979005,-1.9364466373703113,kinase
pfpkii_pose_0107,9.9017245816595,18.82999260341664,21.9909173335055,-7.260786931098123,ethanol,-4.622512759937851,-1.8342134654489832,kinase
pfpkii_pose_0108,-10.510297963497079,7.265513688735329,30.165203900508978,-7.670621264343396,isopropanol,-5.044218752837332,-1.6776693493187627,phosphatase
pfpkii_pose_0109,-2.953856755042726,6.100609091968575,25.52676580174681,-6.081780065774792,acetonitrile,-4.486581044934177,-1.8975391700374302,phosphatase
pfpkii_pose_0110,8.793252768536792,13.02026638631983,20.117270240524153,-8.310017466112699,cyclohexane,-6.268977304009265,-2.2355672126040353,kinase
pfpkii_pose_0111,-5.076784567415496,16.228199881866242,29.192026869259756,-4.69407282050305,benzene,-3.419445760811829,-1.2584703880438886,phosphatase
pfpkii_pose_0112,9.596392782053535,12.842292084348175,19.46895409669709,-7.186658686762067,isopropanol,-4.72954183627521,-1.8599826473790189,kinase
pfpkii_pose_0113,-6.216252432488726,12.135360181576907,24.01000738235061,-8.800165751148276,benzene,-5.810632129478714,-2.9443300799501926,phosphatase
pfpkii_pose_0114,11.017296893425124,11.007271622911613,19.608696434926117,-7.283556911715297,dimethylether,-4.530964289798765,-2.1326008509192107,kinase
pfpkii_pose_0115,20.039201137969034,-10.562451892328724,15.846167539521973,-9.030971080259945,isopropanol,-7.082246911911307,-2.8855726840203766,allosteric
pfpkii_pose_0116,-2.0536351994492152,6.246535486574873,23.954657658566077,-7.180925915848477,acetone,-5.213414214746924,-2.5510823090384345,phosphatase
pfpkii_pose_0117,13.506623975788028,15.0855251649704,17.660881740310597,-6.142245720219945,ethanol,-4.337733901139099,-2.1886183870798397,kinase
pfpkii_pose_0118,13.560955204188575,22.163446636239023,21.16021577273001,-4.689795013073382,acetone,-3.206192786904697,-1.151662690197227,kinase
pfpkii_pose_0119,-7.520850946306986,10.510022662782795,20.939303978595444,-5.893705481092193,ethanol,-3.848814395392931,-1.8210754882174771,phosphatase
pfpkii_pose_0120,8.73575284754814,6.621204999489313,18.786480242988286,-3.43729957822816,benzene,-2.4182122667125143,-1.2894451698793956,kinase
pfpkii_pose_0121,12.3931733494454,14.331717783222903,19.839887052964475,-7.863242026758318,isopropanol,-5.299608226945922,-2.44868419286737,kinase
pfpkii_pose_0122,18.43306827434239,-9.991767742482647,15.919380775154526,-8.875259248068886,acetone,-6.292683485674416,-2.390797266373499,allosteric
pfpkii_pose_0123,-4.292630828212598,9.716189462875215,25.447976919792982,-9.754304419466662,acetone,-6.008307023968689,-2.7027770375241196,phosphatase
pfpkii_pose_0124,9.15749781639462,18.389418978057677,19.297616082388814,-5.548374468008017,ethanol,-4.472086085890316,-1.6081385667753638,kinase
pfpkii_pose_0125,27.209791106763177,15.230517891374284,21.88343537693242,-5.454171961046899,phenol,-3.683470371808375,-1.3721747512365927,kinase
pfpkii_pose_0126,11.557283733962246,17.43583600766571,24.071794121286914,-7.7416220769057915,acetonitrile,-5.334577628748769,-1.9559152397437127,kinase
pfpkii_pose_0127,8.170033663626487,10.985262939883768,23.324977654559664,-6.7083565028567795,acetonitrile,-3.763489004665214,-2.032658404015898,kinase
pfpkii_pose_0128,20.381181055190652,-8.093325506085272,14.382411249334393,-5.667136562957326,acetone,-3.393398006105888,-1.6206950530462112,allosteric
pfpkii_pose_0129,-4.461656042274884,10.147542060980701,25.568473441909802,-10.397993718051335,acetone,-8.286323596038395,-2.9332601101375446,phosphatase
pfpkii_pose_0130,8.8015776971793,15.869419293816398,23.513309323510498,-6.2381266576820025,phenol,-3.524831114701557,-1.59243916507017,kinase
pfpkii_pose_0131,-2.999137729334683,10.550213272457281,23.747134545352296,-8.527519790220268,acetone,-5.8721729215012894,-2.4882000514181786,phosphatase
pfpkii_pose_0132,-5.022966794377284,10.56516323055592,24.917985974483805,-9.034663242528827,isopropanol,-5.938821903085548,-2.171594654671315,phosphatase
pfpkii_pose_0133,-3.309219964779541,10.173920436704693,22.003565614957736,-6.3758429522978695,cyclohexane,-4.131263796521306,-1.8345662165161385,phosphatase
pfpkii_pose_0134,9.444404879049667,19.34134959048334,22.12317198455429,-5.5889221009168635,benzene,-4.025948068690884,-1.8548231239559718,kinase
pfpkii_pose_0135,-2.8182877124132064,8.796591186283667,22.287422584202034,-6.085560695529811,cyclohexane,-4.88156481112799,-1.5330291384725405,phosphatase
pfpkii_pose_0136,10.868525450260144,14.997372036808574,23.126973695477446,-6.8954239583066395,acetonitrile,-4.619906268176132,-2.0316543830274005,kinase
pfpkii_pose_0137,13.916025491529792,8.434261490879337,17.07424330424367,-3.0130722219304764,cyclohexane,-2.2269460181657625,-0.5556502111179178,kinase
pfpkii_pose_0138,20.341496489902617,-11.62976819707885,15.904452246503782,-8.750757696811363,phenol,-5.112778510780643,-2.467763187731533,allosteric
pfpkii_pose_0139,18.905126516504332,-8.131868899721317,16.78618821197198,-9.17238600416525,isopropanol,-5.903276256961802,-2.9693480575008047,allosteric
pfpkii_pose_0140,-4.247160870073567,7.235156594293243,26.687390577097773,-8.042780914548807,isopropanol,-5.408260407641467,-2.306113921835688,phosphatase
pfpkii_pose_0141,9.27808723278532,10.845489483680952,21.191247502023153,-6.663684202994359,phenol,-4.7518344636376755,-1.7619868457614358,kinase
pfpkii_pose_0142,-8.060204709354496,13.86825405751966,20.746024351650238,-5.988347452153567,dimethylether,-4.451019856293974,-1.991376793163415,phosphatase
pfpkii_pose_0143,-1.9478673618227198,14.591622957754195,28.430322385998608,-6.066909887182578,benzene,-4.33897818503716,-1.38920687567324,phosphatase
pfpkii_pose_0144,-6.2633278244469635,7.778252023778131,21.227985318691072,-5.7173861867242275,acetone,-4.861933304280706,-1.3821457864727582,phosphatase
pfpkii_pose_0145,4.684231080642771,11.778564295886019,23.360453546918688,-4.904753234845612,acetone,-3.5844566012527435,-1.684899639880579,kinase
pfpkii_pose_0146,-3.321209948837713,8.216878441523331,18.54240104688767,-5.17085247804362,cyclohexane,-2.865959160719822,-1.6501123937339484,phosphatase
pfpkii_pose_0147,17.057943488855017,-10.631796257330832,12.485738166921621,-6.03207684290018,ethanol,-4.740654409165809,-1.7840988211142543,allosteric
pfpkii_pose_0148,13.750102023567342,15.637397895852684,18.049095011378085,-6.591129672762033,benzene,-5.306574491171865,-1.5050102046234302,kinase
pfpkii_pose_0149,-4.9086038477426595,8.542322513381958,30.863491776460506,-5.613646230149208,benzene,-3.6231485488394792,-1.5120491223439116,phosphatase
pfpkii_pose_0150,-4.02302505220296,13.577146555598164,19.72133413552971,-4.524465796919495,phenol,-3.1515016524764032,-1.4351862215990272,phosphatase
pfpkii_pose_0151,-0.704404089115926,10.687390295239588,21.456589541418463,-5.095718541711857,phenol,-3.1253331613043343,-1.3292088398239872,phosphatase
pfpkii_pose_0152,20.773811506152242,-12.314913054803785,19.642103855290518,-6.285176172770219,benzene,-3.9224768701956885,-2.3062484071549356,allosteric
pfpkii_pose_0153,-10.282833433086685,10.93786172585524,22.837166094714387,-5.993226366917016,ethanol,-5.073921348228397,-1.8465608309889816,phosphatase
pfpkii_pose_0154,20.586895870814047,-9.625421262369429,12.482379443164461,-7.886251261149645,dimethylether,-6.22530811804059,-2.0082738459879437,allosteric
pfpkii_pose_0155,11.062298836055694,18.72504445906424,21.479099228922834,-6.617018757603703,cyclohexane,-5.395999929749367,-1.8375240470583787,kinase
pfpkii_pose_0156,12.314578056628674,12.706254292817677,19.325984312353107,-5.917421920134584,benzene,-4.187479334820915,-1.7520735100861957,kinase
pfpkii_pose_0157,14.306068177250795,14.402922832434827,17.97857427142676,-4.779395739412228,acetone,-3.5712016352204787,-1.147496699357984,kinase
pfpkii_pose_0158,8.598438334193709,18.966135852317347,22.14239618214202,-5.275391457031358,isopropanol,-3.3665872303458877,-1.7396167790972241,kinase
pfpkii_pose_0159,-3.8209907123183293,8.388587858013903,25.088384036535977,-9.120581052230119,acetone,-6.975227126506339,-2.4081149156188624,phosphatase
pfpkii_pose_0160,17.8664973921617,-12.561467092668641,17.551320846855663,-6.240685038386419,isopropanol,-5.023446712880369,-2.071867937405851,allosteric
pfpkii_pose_0161,-7.586486448242494,3.934451956828098,23.815941533234064,-3.96660025503427,acetonitrile,-3.107321233519747,-0.741605184331521,phosphatase
pfpkii_pose_0162,-5.242059915547079,8.345335920284139,24.590246038305303,-7.048992875478872,benzene,-4.708621327501105,-1.973390821607468,phosphatase
pfpkii_pose_0163,-4.274977201348244,9.459833732608685,26.17686338188123,-7.7822114168783525,ethanol,-6.2584533906917414,-2.236582478554686,phosphatase
pfpkii_pose_0164,9.939842034102357,17.94094213522742,25.89685768046105,-6.1826535624754095,ethanol,-3.890122288074287,-2.3208280809386563,kinase
pfpkii_pose_0165,15.739324604241244,-9.693921791023602,14.691515872123773,-7.205248433855496,ethanol,-4.889658323758294,-2.192916923197535,allosteric
pfpkii_pose_0166,23.429706384456352,-7.853179004038825,13.40413545620762,-6.113468234853655,dimethylether,-4.5875805337039886,-1.8645499561985017,allosteric
pfpkii_pose_0167,16.228130343674394,-10.511498370569663,13.992102640504726,-4.556538492950766,ethanol,-3.6667959857609493,-1.025754864265736,allosteric
pfpkii_pose_0168,9.642157674413179,14.301960376261382,21.060886015358964,-8.919229448674894,ethanol,-5.17989548509415,-2.542091099263391,kinase
pfpkii_pose_0169,-3.8063919063142824,9.755134629063745,20.71989326279906,-7.110137399389447,dimethylether,-5.254402286689758,-2.001019726179376,phosphatase
pfpkii_pose_0170,20.433479151497387,-7.667867558505138,10.895153910343051,-6.465241206718917,ethanol,-4.776459927498816,-2.1329939592389735,allosteric
pfpkii_pose_0171,11.914693443055798,9.277295238215679,21.800610967893387,-5.1932635565477785,dimethylether,-3.365565515415062,-1.9566505209630602,kinase
pfpkii_pose_0172,19.82309825755343,-5.4788911938472395,15.749799731670063,-5.079206191714428,cyclohexane,-2.847274714145623,-0.9827036929603037,allosteric
pfpkii_pose_0173,-2.208905948045989,7.0533640904152115,32.06418389712312,-4.7379508407263895,acetonitrile,-3.9453667658471288,-1.312176117996887,phosphatase
pfpkii_pose_0174,20.091462395836867,-10.30449691905549,13.3566312884145,-9.348308240809512,acetonitrile,-6.649068622003197,-2.2635572682788436,allosteric
pfpkii_pose_0175,16.31443608126827,-10.323814171376965,14.4453251497792,-5.4377304140932505,acetonitrile,-3.017086007360848,-1.466090910523196,allosteric
pfpkii_pose_0176,24.690408927060645,-9.24310759141221,15.194832364761895,-6.59464979446301,phenol,-5.057036100857996,-1.4553000583901974,allosteric
pfpkii_pose_0177,16.320511319858003,-11.11120696666692,9.07989144012501,-7.229817032560485,dimethylether,-5.006351414385763,-2.019313990085722,allosteric
pfpkii_pose_0178,-3.444562315088209,9.74040158734461,26.67452569771135,-6.518706979578546,acetonitrile,-4.029808533052929,-2.3533234437876507,phosphatase
pfpkii_pose_0179,10.873012650205414,9.710803794820485,20.93506315152262,-6.397259795929547,phenol,-3.955734219773915,-2.5340782403503543,kinase
pfpkii_pose_0180,-6.831878993835821,9.595301559360696,25.52012115157967,-7.614510639588749,dimethylether,-5.580280518674751,-2.1631533782516734,phosphatase
pfpkii_pose_0181,9.795348875778418,12.393257388261945,22.68429120723008,-5.973957213706445,acetonitrile,-4.7670142278732435,-2.053270456831987,kinase
pfpkii_pose_0182,21.313456570523226,-11.32157535732504,14.880600788054329,-9.39209040046562,isopropanol,-6.623228785675092,-2.9141037889461097,allosteric
pfpkii_pose_0183,-7.750795708223819,11.527019573994972,24.79946535585419,-7.5668295949264595,ethanol,-5.3554365543399705,-1.896413923180594,phosphatase
pfpkii_pose_0184,4.260182005734518,14.115697168430577,17.614970155127534,-5.884456783941763,ethanol,-3.73890696555821,-1.808499231908103,kinase
